,measureName,campaignName,time,measureValue
280,Vehicle.Body.Lights.Hazard.IsSignaling,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:25.546000000,0
281,Vehicle.Body.Lights.Hazard.IsSignalingStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:23.846000000,0
282,Vehicle.Body.Lights.Hazard.IsSignalingStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:25.546000000,0
283,Vehicle.Body.Lights.PositionTelltale.IsSignaling,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:23.289000000,0
284,Vehicle.Body.Lights.PositionTelltale.IsSignaling,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:25.557000000,0
285,Vehicle.Body.Lights.PositionTelltale.IsSignalingStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:23.289000000,0
286,Vehicle.Body.Lights.PositionTelltale.IsSignalingStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:25.557000000,0
287,Vehicle.Body.Lights.Approch.IsOn,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:23.846000000,0
288,Vehicle.Body.Lights.Approch.IsOn,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:25.546000000,0
289,Vehicle.Body.Lights.Approch.IsOnStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:23.846000000,1
290,Vehicle.Body.Lights.Approch.IsOnStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:25.546000000,1
291,Vehicle.Body.Lights.Beam.Low.IsOn,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:23.846000000,0
292,Vehicle.Body.Lights.Beam.Low.IsOn,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:25.546000000,0
293,Vehicle.Body.Lights.Beam.Low.IsOnStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:23.846000000,0
294,Vehicle.Body.Lights.Beam.Low.IsOnStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:25.546000000,0
295,Vehicle.Cabin.HVAC.IsAirConditioningActiveStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:23.291000000,1
296,Vehicle.Cabin.HVAC.IsAirConditioningActiveStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:25.568000000,1
297,Vehicle.Cabin.HVAC.ComfortState,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:23.261000000,0
298,Vehicle.Cabin.HVAC.ComfortState,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:25.619000000,0
299,Vehicle.Cabin.HVAC.InteriorAirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:23.293000000,16.0
300,Vehicle.Cabin.HVAC.InteriorAirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:25.619000000,16.0
301,Vehicle.Body.Lights.IsHighBeamSwitchOn,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.815000000,0
302,Vehicle.Cabin.HVAC.AQILevel,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.273000000,0
303,Vehicle.Cabin.HVAC.AQIValue,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.273000000,8
304,Vehicle.Cabin.HVAC.AmbientAirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.280000000,26.0
305,Vehicle.Cabin.HVAC.DominantPollutantValue,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.273000000,1
306,Vehicle.Cabin.HVAC.IsAirConditioningActive,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.280000000,1
307,Vehicle.Chassis.Accelerator.PedalPosition,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.342000000,0.0
308,Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.341000000,0.0
309,Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.341000000,0.0
310,Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.341000000,0.0
311,Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.341000000,0.0
312,Vehicle.Chassis.Brake.PedalPosition,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.342000000,1.0
313,Vehicle.Chassis.ParkingBrake.IsEngaged,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.268000000,1
314,Vehicle.IgnitionStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.318000000,0.0
315,Vehicle.Exterior.AirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.268000000,31.0
316,Vehicle.Powertrain.CombustionEngine.EngineError,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.313000000,0.0
317,Vehicle.Powertrain.CombustionEngine.Speed,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.342000000,846
318,Vehicle.Powertrain.FuelSystem.AbsoluteLevel,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.252000000,18.6
319,Vehicle.Powertrain.Transmission.CurrentGear,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.347000000,1
320,Vehicle.TraveledDistance,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.821000000,952135.0
321,Vehicle.TraveledDistanceStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.821000000,0.0
322,Vehicle.Cabin.Seat.Row1.DriverSide.IsBelted,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.317000000,1
323,Vehicle.Cabin.Seat.Row1.PassengerSide.IsBelted,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.317000000,0
324,Vehicle.Cabin.Seat.Row2.DriverSide.IsBelted,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.317000000,0
325,Vehicle.Cabin.Seat.Row2.PassengerSide.IsBelted,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.317000000,1
326,Vehicle.Cabin.Seat.Row2.Middle.IsBelted,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.317000000,0
327,Vehicle.Cabin.Door.Row1.PassengerSide.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.815000000,0
328,Vehicle.Cabin.Door.Row1.DriverSide.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.815000000,0
329,Vehicle.Cabin.Door.Row2.PassengerSide.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.815000000,1
330,Vehicle.Cabin.Door.Row2.DriverSide.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.815000000,0
331,Vehicle.Body.Trunk.Rear.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.815000000,0
332,Vehicle.Body.Trunk.Front.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.815000000,1
333,Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.IsPressureHigh,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.265000000,0
334,Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.IsPressureHigh,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.265000000,0
335,Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.IsPressureHigh,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.265000000,0
336,Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.IsPressureLow,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.265000000,0
337,Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.IsPressureLow,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.265000000,0
338,Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.IsPressureLow,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.265000000,0
339,Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.IsPressureLow,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.265000000,0
340,Vehicle.Body.Lights.Hazard.IsSignaling,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.831000000,0
341,Vehicle.Body.Lights.Hazard.IsSignalingStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.831000000,0
342,Vehicle.Body.Lights.PositionTelltale.IsSignaling,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.841000000,0
343,Vehicle.Body.Lights.PositionTelltale.IsSignalingStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.841000000,0
344,Vehicle.Body.Lights.Approch.IsOn,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.831000000,0
345,Vehicle.Body.Lights.Approch.IsOnStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.831000000,1
346,Vehicle.Body.Lights.Beam.Low.IsOn,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.831000000,0
347,Vehicle.Body.Lights.Beam.Low.IsOnStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.831000000,0
348,Vehicle.Cabin.HVAC.IsAirConditioningActiveStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.853000000,1
349,Vehicle.Cabin.HVAC.ComfortState,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.276000000,0
350,Vehicle.Cabin.HVAC.InteriorAirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:27.315000000,16.0
351,Vehicle.Body.Lights.IsHighBeamSwitchOn,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.536000000,0
352,Vehicle.Cabin.HVAC.AQILevel,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.563000000,0
353,Vehicle.Cabin.HVAC.AQIValue,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.563000000,8
354,Vehicle.Cabin.HVAC.AmbientAirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.571000000,26.0
355,Vehicle.Cabin.HVAC.DominantPollutantValue,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.563000000,1
356,Vehicle.Cabin.HVAC.IsAirConditioningActive,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.571000000,1
357,Vehicle.Chassis.Accelerator.PedalPosition,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.634000000,4.0
358,Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.617000000,0.0
359,Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.617000000,0.0
360,Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.617000000,0.0
361,Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.617000000,0.0
362,Vehicle.Chassis.Brake.PedalPosition,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.634000000,1.0
363,Vehicle.Chassis.ParkingBrake.IsEngaged,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.561000000,1
364,Vehicle.IgnitionStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.612000000,0.0
365,Vehicle.Exterior.AirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.561000000,31.0
366,Vehicle.Powertrain.CombustionEngine.EngineError,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.596000000,0.0
367,Vehicle.Powertrain.CombustionEngine.Speed,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.634000000,824
368,Vehicle.Powertrain.FuelSystem.AbsoluteLevel,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.630000000,18.6
369,Vehicle.Powertrain.Transmission.CurrentGear,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.641000000,1
370,Vehicle.TraveledDistance,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.533000000,952135.0
371,Vehicle.TraveledDistanceStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.533000000,0.0
372,Vehicle.Cabin.Seat.Row1.DriverSide.IsBelted,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.606000000,1
373,Vehicle.Cabin.Seat.Row1.PassengerSide.IsBelted,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.606000000,0
374,Vehicle.Cabin.Seat.Row2.DriverSide.IsBelted,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.606000000,0
375,Vehicle.Cabin.Seat.Row2.PassengerSide.IsBelted,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.606000000,1
376,Vehicle.Cabin.Seat.Row2.Middle.IsBelted,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.606000000,0
377,Vehicle.Cabin.Door.Row1.PassengerSide.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.536000000,0
378,Vehicle.Cabin.Door.Row1.DriverSide.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.536000000,0
379,Vehicle.Cabin.Door.Row2.PassengerSide.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.536000000,1
380,Vehicle.Cabin.Door.Row2.DriverSide.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.536000000,0
381,Vehicle.Body.Trunk.Rear.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.536000000,0
382,Vehicle.Body.Trunk.Front.IsOpen,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.536000000,1
383,Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.IsPressureHigh,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.556000000,0
384,Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.IsPressureHigh,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.556000000,0
385,Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.IsPressureHigh,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.556000000,0
386,Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.IsPressureLow,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.556000000,0
387,Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.IsPressureLow,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.556000000,0
388,Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.IsPressureLow,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.556000000,0
389,Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.IsPressureLow,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.556000000,0
390,Vehicle.Body.Lights.Hazard.IsSignaling,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.577000000,0
391,Vehicle.Body.Lights.Hazard.IsSignalingStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.577000000,0
392,Vehicle.Body.Lights.PositionTelltale.IsSignaling,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.601000000,0
393,Vehicle.Body.Lights.PositionTelltale.IsSignalingStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.601000000,0
394,Vehicle.Body.Lights.Approch.IsOn,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.577000000,0
395,Vehicle.Body.Lights.Approch.IsOnStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.577000000,1
396,Vehicle.Body.Lights.Beam.Low.IsOn,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.577000000,0
397,Vehicle.Body.Lights.Beam.Low.IsOnStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.577000000,0
398,Vehicle.Cabin.HVAC.IsAirConditioningActiveStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.595000000,1
399,Vehicle.Cabin.HVAC.ComfortState,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.567000000,0
400,Vehicle.Cabin.HVAC.InteriorAirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:29.606000000,16.0
401,Vehicle.Body.Lights.IsHighBeamSwitchOn,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.820000000,0
402,Vehicle.Cabin.HVAC.AQILevel,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.277000000,0
403,Vehicle.Cabin.HVAC.AQIValue,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.277000000,8
404,Vehicle.Cabin.HVAC.AmbientAirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.837000000,26.0
405,Vehicle.Cabin.HVAC.DominantPollutantValue,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.277000000,1
406,Vehicle.Cabin.HVAC.IsAirConditioningActive,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.837000000,1
407,Vehicle.Chassis.Accelerator.PedalPosition,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.341000000,0.0
408,Vehicle.Chassis.Axle.Row1.Wheel.Left.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.258000000,0.0
409,Vehicle.Chassis.Axle.Row1.Wheel.Right.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.258000000,0.0
410,Vehicle.Chassis.Axle.Row2.Wheel.Left.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.258000000,0.0
411,Vehicle.Chassis.Axle.Row2.Wheel.Right.Tire.Pressure,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.258000000,0.0
412,Vehicle.Chassis.Brake.PedalPosition,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.341000000,1.0
413,Vehicle.Chassis.ParkingBrake.IsEngaged,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.271000000,1
414,Vehicle.IgnitionStatus,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.321000000,0.0
415,Vehicle.Exterior.AirTemperature,TML_SANDBOX_SENSORS_TS,2024-08-07 11:36:31.271000000,31.0
416,Vehicle.Service.IsServiceDueAlert,TML_ALERTS_TS,2024-08-07 11:42:05.217000000,1
417,Vehicle.Cabin.Door.Row1.DriverSide.IsLockedAlert,TML_ALERTS_TS,2024-08-07 11:42:07.464000000,0
418,Vehicle.Service.IsServiceDueAlert,TML_ALERTS_TS,2024-08-07 11:42:07.489000000,1
419,Vehicle.Service.IsServiceDueAlert,TML_ALERTS_TS,2024-08-07 11:42:12.683000000,1
420,Vehicle.Cabin.Door.Row1.DriverSide.IsLockedAlert,TML_ALERTS_TS,2024-08-07 11:42:14.911000000,0
421,Vehicle.Service.IsServiceDueAlert,TML_ALERTS_TS,2024-08-07 11:42:14.977000000,1
